Source,Target,Weight
206/08-A02,206-08-A05,3.0
206/08-A02,206-08-A15,2.0
206/08-A02,206-08-A09,3.0
206/08-A02,206-08-A07,3.0
206/08-A02,206-08-A12,3.0
206/08-A02,206-08-A17,2.0
206/08-A02,206-08-A03z,2.0
206/08-A02,206-08-A16,2.0
206/08-A02,206-08-A10,2.0
206/08-A02,206-08-A02,4.0
206/08-A02,206-08-A18,2.0
FA-05,MDA-04,2.0
FA-05,MDA-07,2.0
FA-05,SDA-05X,2.0
FA-05,SDA-04,2.0
FA-05,SDA-01,2.0
FA-05,SDA-07,2.0
FA-05,MDA-02,2.0
FA-05,MDA-08,2.0
FA-05,MDA-05,3.0
FA-05,MDA-01,2.0
FA-05,SDA-09,2.0
FA-05,SDA-08,2.0
FA-05,MDA-06,2.0
FA-05,SDA-02,2.0
FA-05,SDA-06,2.0
DC123,DC314,2.0
DC123,DC142,3.0
DC123,DC134,3.0
DC123,DC322,3.0
DC123,DC112,3.0
DC123,DC113,4.0
DC123,DC311,2.0
DC123,DC103,4.0
DC123,DC131,3.0
DC123,DC122,4.0
DC123,DC121,4.0
DC123,DC111,3.0
DC123,DC323,4.0
DC123,DC312,3.0
DC123,DC114,3.0
DC123,DC102,3.0
DC123,DC123,5.0
DC123,DC321,3.0
DC123,DC143,4.0
DC123,DC317,2.0
DC123,SDC02,2.0
DC123,DC124,4.0
DC211,SDC01,2.0
DC211,DC314,3.0
DC211,DC142,2.0
DC211,822#11,2.0
DC211,DC134,2.0
DC211,DC322,2.0
DC211,DC112,3.0
DC211,DC113,3.0
DC211,DC311,4.0
DC211,DC103,2.0
DC211,DC131,3.0
DC211,DC122,2.0
DC211,DC121,3.0
DC211,DC111,4.0
DC211,DC323,2.0
DC211,DC312,3.0
DC211,DC114,3.0
DC211,DC102,2.0
DC211,DC123,2.0
DC211,DC321,3.0
DC211,DC143,2.0
DC211,DC317,3.0
DC211,DC124,2.0
204/20-W15 (WW16),204-20-W12 (WW12),2.0
204/20-W15 (WW16),204-20-W15 (WW16),4.0
206/08-A09,206-08-A21,2.0
206/08-A09,206-08-A20,2.0
206/08-A09,206-08-A08z,2.0
206/08-A09,206-08-A14,2.0
206/08-A09,206-08-A19,3.0
206/08-A09,206-08-A13,2.0
206/08-A09,206-08-A06x,2.0
206/08-A09,206-08-A04,3.0
206/08-A09,206-08-A05,3.0
206/08-A09,206-08-A15,2.0
206/08-A09,206-08-A09,4.0
206/08-A09,206-08-A07,3.0
206/08-A09,206-08-A12,2.0
206/08-A09,206-08-A17,2.0
206/08-A09,206-08-A03z,2.0
206/08-A09,206-08-A16,2.0
206/08-A09,206-08-A10,2.0
206/08-A09,206-08-A02,3.0
206/08-A09,206-08-A18,2.0
MAN-02,MDA-04,2.0
MAN-02,MDA-07,2.0
MAN-02,KZN-024,2.0
MAN-02,KZN-025,2.0
MAN-02,KZN-029,2.0
MAN-02,MDA-02,3.0
MAN-02,KZN-028,2.0
MAN-02,KZN-027,2.0
MAN-02,MDA-08,2.0
MAN-02,MDA-05,2.0
MAN-02,MDA-01,2.0
MAN-02,KZN-023,2.0
MAN-02,KZN-020,2.0
MAN-02,KZN-021,2.0
MAN-02,KZN-042,2.0
MAN-02,MDA-06,2.0
MAN-02,KZN-032,2.0
MAN-02,SDA-02,2.0
MAN-02,KZN-022,2.0
MAN-02,KZN-026,2.0
MAN-02,KZN-052,2.0
KZN-44,KZN-031,2.0
KZN-44,KZN-030,2.0
KZN-44,KZN-024,3.0
KZN-44,KZN-014,3.0
KZN-44,KZN-040,3.0
KZN-44,KZN-025,2.0
KZN-44,KZN-051,2.0
KZN-44,KZN-043,3.0
KZN-44,KZN-016,2.0
KZN-44,KZN-053,2.0
KZN-44,KZN-037,2.0
KZN-44,KZN-060,2.0
KZN-44,KZN-034,3.0
KZN-44,KZN-029,2.0
KZN-44,KZN-061,2.0
KZN-44,KZN-028,2.0
KZN-44,KZN-027,2.0
KZN-44,KZN-033,2.0
KZN-44,KZN-041,3.0
KZN-44,KZN-048,3.0
KZN-44,KZN-035,2.0
KZN-44,KZN-017,2.0
KZN-44,KZN-036,2.0
KZN-44,KZN-018,2.0
KZN-44,KZN-047,3.0
KZN-44,KZN-023,2.0
KZN-44,KZN-020,2.0
KZN-44,KZN-021,2.0
KZN-44,KZN-042,3.0
KZN-44,KZN-068,2.0
KZN-44,KZN-039,2.0
KZN-44,KZN-032,2.0
KZN-44,KZN-055,2.0
KZN-44,KZN-022,2.0
KZN-44,KZN-058,2.0
KZN-44,KZN-044,4.0
KZN-44,KZN-015,2.0
KZN-44,KZN-049,3.0
KZN-44,KZN-019,2.0
KZN-44,KZN-026,2.0
KZN-44,KZN-052,2.0
KZN-44,KZN-065,2.0
KZN-44,KZN-054,3.0
KZN-44,KZN-038,2.0
AA-10,MDA-10,3.0
AA-10,SDA10,2.0
IA-16,MDA-10,2.0
IA-16,MDA-06,2.0
IA-16,SDA-06,2.0
KZN-10,KZN-031,2.0
KZN-10,KZN-030,3.0
KZN-10,MDA-10,2.0
KZN-10,KZN-024,2.0
KZN-10,KZN-014,3.0
KZN-10,KZN-040,3.0
KZN-10,KZN-025,2.0
KZN-10,KZN-051,2.0
KZN-10,KZN-043,2.0
KZN-10,KZN-016,3.0
KZN-10,KZN-053,2.0
KZN-10,KZN-037,2.0
KZN-10,KZN-060,3.0
KZN-10,KZN-034,2.0
KZN-10,KZN-029,2.0
KZN-10,KZN-061,2.0
KZN-10,KZN-028,2.0
KZN-10,KZN-027,2.0
KZN-10,KZN-033,2.0
KZN-10,KZN-041,2.0
KZN-10,KZN-048,2.0
KZN-10,KZN-035,2.0
KZN-10,KZN-017,3.0
KZN-10,KZN-036,2.0
KZN-10,KZN-018,3.0
KZN-10,KZN-047,2.0
KZN-10,KZN-023,2.0
KZN-10,KZN-020,3.0
KZN-10,KZN-021,2.0
KZN-10,KZN-042,2.0
KZN-10,KZN-068,2.0
KZN-10,KZN-039,2.0
KZN-10,KZN-032,2.0
KZN-10,KZN-055,2.0
KZN-10,KZN-022,2.0
KZN-10,KZN-058,2.0
KZN-10,KZN-044,2.0
KZN-10,KZN-015,3.0
KZN-10,KZN-049,2.0
KZN-10,KZN-019,3.0
KZN-10,KZN-026,2.0
KZN-10,KZN-052,2.0
KZN-10,KZN-065,2.0
KZN-10,KZN-054,2.0
KZN-10,KZN-038,2.0
204/20-L8 (LW10),204-20-C8 (CW10),2.0
204/20-L8 (LW10),204-20-L8 (LW10),4.0
CA-09,MDA-04,2.0
CA-09,MDA-07,2.0
CA-09,SDA-04,2.0
CA-09,SDA-01,2.0
CA-09,SDA-07,2.0
CA-09,MDA-02,2.0
CA-09,MDA-08,2.0
CA-09,MDA-05,2.0
CA-09,MDA-01,2.0
CA-09,SDA-09,3.0
CA-09,SDA-08,2.0
CA-09,MDA-06,2.0
CA-09,SDA-02,2.0
CA-09,SDA-06,2.0
MB-05,MDA-04,2.0
MB-05,MDA-07,2.0
MB-05,MDA-02,2.0
MB-05,MDA-08,2.0
MB-05,MDA-05,3.0
MB-05,MDA-01,2.0
MB-05,MDA-06,2.0
FA-03,MDA-04,2.0
FA-03,MDA-07,2.0
FA-03,SDA-04,2.0
FA-03,SDA-01,2.0
FA-03,SDA-07,2.0
FA-03,SDA-03X,2.0
FA-03,MDA-02,2.0
FA-03,MDA-08,2.0
FA-03,MDA-05,2.0
FA-03,DC103,2.0
FA-03,MDA-01,2.0
FA-03,SDA-09,2.0
FA-03,SDA-08,2.0
FA-03,MDA-06,2.0
FA-03,SDA-02,2.0
FA-03,SDA-06,2.0
KZN-081,KZN-031,4.0
KZN-081,KZN-030,3.0
KZN-081,KZN-024,3.0
KZN-081,KZN-014,3.0
KZN-081,KZN-040,3.0
KZN-081,KZN-025,3.0
KZN-081,KZN-051,4.0
KZN-081,KZN-043,3.0
KZN-081,KZN-016,3.0
KZN-081,KZN-053,3.0
KZN-081,KZN-037,3.0
KZN-081,KZN-060,3.0
KZN-081,KZN-034,3.0
KZN-081,KZN-029,3.0
KZN-081,KZN-061,4.0
KZN-081,KZN-028,3.0
KZN-081,KZN-027,3.0
KZN-081,KZN-033,3.0
KZN-081,KZN-041,4.0
KZN-081,KZN-048,3.0
KZN-081,KZN-035,3.0
KZN-081,KZN-017,3.0
KZN-081,KZN-036,3.0
KZN-081,KZN-018,3.0
KZN-081,KZN-047,3.0
KZN-081,KZN-023,3.0
KZN-081,KZN-020,3.0
KZN-081,KZN-021,4.0
KZN-081,KZN-042,3.0
KZN-081,KZN-068,3.0
KZN-081,KZN-039,3.0
KZN-081,KZN-032,3.0
KZN-081,KZN-055,3.0
KZN-081,KZN-022,3.0
KZN-081,KZN-058,3.0
KZN-081,KZN-044,3.0
KZN-081,KZN-015,3.0
KZN-081,KZN-049,3.0
KZN-081,KZN-019,3.0
KZN-081,KZN-026,3.0
KZN-081,KZN-052,3.0
KZN-081,KZN-065,3.0
KZN-081,KZN-054,3.0
KZN-081,KZN-038,3.0
DC321,SDC01,2.0
DC321,DC314,3.0
DC321,DC142,2.0
DC321,DC134,2.0
DC321,DC322,4.0
DC321,DC112,2.0
DC321,DC113,2.0
DC321,DC311,4.0
DC321,DC103,2.0
DC321,DC131,3.0
DC321,DC122,3.0
DC321,DC121,4.0
DC321,DC111,3.0
DC321,DC323,4.0
DC321,DC312,3.0
DC321,DC114,2.0
DC321,DC102,2.0
DC321,DC123,3.0
DC321,DC321,5.0
DC321,DC143,2.0
DC321,DC317,3.0
DC321,SDC02,2.0
DC321,DC124,3.0
SDD03,SDC01,3.0
SDD03,SDA-04,2.0
SDD03,SDA-01,2.0
SDD03,SDA-07,2.0
SDD03,SDA-03X,2.0
SDD03,DC103,2.0
SDD03,SDA-09,2.0
SDD03,SDA-08,2.0
SDD03,SDA-02,2.0
SDD03,SDA10,2.0
SDD03,SDC03Z,3.0
SDD03,SDC04Z,2.0
SDD03,SDC02,3.0
SDD03,SDA-06,2.0
DC132,DC314,2.0
DC132,DC142,4.0
DC132,DC134,4.0
DC132,DC322,3.0
DC132,DC112,4.0
DC132,DC113,3.0
DC132,DC311,2.0
DC132,DC103,3.0
DC132,DC131,4.0
DC132,DC122,4.0
DC132,DC121,3.0
DC132,DC111,3.0
DC132,DC323,3.0
DC132,DC312,3.0
DC132,DC114,3.0
DC132,SDC03Z,2.0
DC132,DC102,4.0
DC132,DC123,3.0
DC132,DC321,3.0
DC132,DC143,3.0
DC132,DC317,2.0
DC132,SDC02,2.0
DC132,DC124,3.0
KZN-47,KZN-031,2.0
KZN-47,KZN-030,2.0
KZN-47,KZN-024,2.0
KZN-47,KZN-014,2.0
KZN-47,KZN-040,3.0
KZN-47,KZN-025,2.0
KZN-47,KZN-051,2.0
KZN-47,KZN-043,3.0
KZN-47,KZN-016,2.0
KZN-47,KZN-053,2.0
KZN-47,KZN-037,3.0
KZN-47,KZN-060,2.0
KZN-47,KZN-034,2.0
KZN-47,KZN-029,2.0
KZN-47,KZN-061,2.0
KZN-47,KZN-028,2.0
KZN-47,KZN-027,3.0
KZN-47,KZN-033,2.0
KZN-47,KZN-041,3.0
KZN-47,KZN-048,3.0
KZN-47,KZN-035,2.0
KZN-47,KZN-017,3.0
KZN-47,KZN-036,2.0
KZN-47,KZN-018,2.0
KZN-47,KZN-047,4.0
KZN-47,KZN-023,2.0
KZN-47,KZN-020,2.0
KZN-47,KZN-021,2.0
KZN-47,KZN-042,3.0
KZN-47,KZN-068,2.0
KZN-47,KZN-039,2.0
KZN-47,KZN-032,2.0
KZN-47,KZN-055,2.0
KZN-47,KZN-022,2.0
KZN-47,KZN-058,2.0
KZN-47,KZN-044,3.0
KZN-47,KZN-015,2.0
KZN-47,KZN-049,3.0
KZN-47,KZN-019,2.0
KZN-47,KZN-026,2.0
KZN-47,KZN-052,2.0
KZN-47,KZN-065,2.0
KZN-47,KZN-054,2.0
KZN-47,KZN-038,2.0
AA-11,MDA-10,2.0
AA-11,SDA-01,2.0
AA-11,DC311,2.0
AA-11,MDA-01,2.0
AA-11,DC111,2.0
206/08-A14,206-08-A21,2.0
206/08-A14,206-08-A20,2.0
206/08-A14,206-08-A14,4.0
206/08-A14,206-08-A19,3.0
206/08-A14,206-08-A13,3.0
206/08-A14,206-08-A04,3.0
206/08-A14,206-08-A05,2.0
206/08-A14,206-08-A15,3.0
206/08-A14,206-08-A09,2.0
206/08-A14,206-08-A07,2.0
206/08-A14,206-08-A12,3.0
206/08-A14,206-08-A17,3.0
206/08-A14,206-08-A16,3.0
206/08-A14,206-08-A10,3.0
206/08-A14,206-08-A02,2.0
206/08-A14,206-08-A18,3.0
204/20-N4 (NW04),204-20-N4 (NW04),4.0
204/20-N4 (NW04),204-20-N3 (NW01),2.0
206/08-A03z,206-08-A08z,3.0
206/08-A03z,206-08-A13,2.0
206/08-A03z,206-08-A06x,2.0
206/08-A03z,206-08-A04,2.0
206/08-A03z,206-08-A05,2.0
206/08-A03z,206-08-A09,2.0
206/08-A03z,206-08-A07,2.0
206/08-A03z,206-08-A03z,4.0
206/08-A03z,206-08-A02,2.0
206/08-A16,206-08-A21,2.0
206/08-A16,206-08-A20,2.0
206/08-A16,206-08-A14,3.0
206/08-A16,206-08-A19,3.0
206/08-A16,206-08-A13,3.0
206/08-A16,206-08-A06x,2.0
206/08-A16,206-08-A04,2.0
206/08-A16,206-08-A05,2.0
206/08-A16,206-08-A15,3.0
206/08-A16,206-08-A09,2.0
206/08-A16,206-08-A07,2.0
206/08-A16,206-08-A12,3.0
206/08-A16,206-08-A17,3.0
206/08-A16,206-08-A16,4.0
206/08-A16,206-08-A10,3.0
206/08-A16,206-08-A02,2.0
206/08-A16,206-08-A18,3.0
FA-02,MDA-04,2.0
FA-02,MDA-07,2.0
FA-02,SDA-04,2.0
FA-02,SDA-01,2.0
FA-02,SDA-07,2.0
FA-02,MDA-02,3.0
FA-02,MDA-08,2.0
FA-02,MDA-05,2.0
FA-02,MDA-01,2.0
FA-02,SDA-09,2.0
FA-02,SDA-08,2.0
FA-02,MDA-06,2.0
FA-02,SDA-02,3.0
FA-02,DC102,2.0
FA-02,SDC02,2.0
FA-02,SDA-06,2.0
CA-10,MDA-10,3.0
CA-10,SDA10,2.0
204/20-C17 (CP20),204-20-C18 (CP22),2.0
204/20-C17 (CP20),204-20-C17 (CP20),4.0
IA-07,MDA-04,2.0
IA-07,MDA-07,3.0
IA-07,SDA-04,2.0
IA-07,SDA-01,2.0
IA-07,SDA-07,3.0
IA-07,MDA-02,2.0
IA-07,MDA-08,2.0
IA-07,MDA-05,2.0
IA-07,MDA-01,2.0
IA-07,SDA-09,2.0
IA-07,SDA-08,2.0
IA-07,MDA-06,2.0
IA-07,SDA-02,2.0
IA-07,SDA-06,2.0
DC143,DC314,3.0
DC143,DC142,4.0
DC143,DC134,3.0
DC143,DC322,2.0
DC143,DC112,3.0
DC143,DC113,4.0
DC143,DC311,2.0
DC143,DC103,4.0
DC143,DC131,3.0
DC143,DC122,3.0
DC143,DC121,3.0
DC143,DC111,3.0
DC143,DC323,3.0
DC143,DC312,2.0
DC143,DC114,3.0
DC143,DC102,3.0
DC143,DC123,4.0
DC143,SDC04Z,2.0
DC143,DC321,2.0
DC143,DC143,5.0
DC143,DC317,2.0
DC143,DC124,3.0
KZN-17,KZN-031,2.0
KZN-17,KZN-030,2.0
KZN-17,KZN-024,2.0
KZN-17,KZN-014,3.0
KZN-17,KZN-040,2.0
KZN-17,KZN-025,2.0
KZN-17,KZN-051,2.0
KZN-17,KZN-043,2.0
KZN-17,KZN-016,3.0
KZN-17,KZN-053,2.0
KZN-17,KZN-037,3.0
KZN-17,KZN-060,2.0
KZN-17,KZN-034,2.0
KZN-17,KZN-029,2.0
KZN-17,KZN-061,2.0
KZN-17,KZN-028,2.0
KZN-17,KZN-027,3.0
KZN-17,KZN-033,2.0
KZN-17,KZN-041,2.0
KZN-17,KZN-048,2.0
KZN-17,KZN-035,2.0
KZN-17,KZN-017,4.0
KZN-17,KZN-036,2.0
KZN-17,KZN-018,3.0
KZN-17,KZN-047,3.0
KZN-17,KZN-023,2.0
KZN-17,KZN-020,2.0
KZN-17,KZN-021,2.0
KZN-17,KZN-042,2.0
KZN-17,KZN-068,2.0
KZN-17,KZN-039,2.0
KZN-17,KZN-032,2.0
KZN-17,KZN-055,2.0
KZN-17,KZN-022,2.0
KZN-17,KZN-058,2.0
KZN-17,KZN-044,2.0
KZN-17,KZN-015,3.0
KZN-17,KZN-049,2.0
KZN-17,KZN-019,3.0
KZN-17,KZN-026,2.0
KZN-17,KZN-052,2.0
KZN-17,KZN-065,2.0
KZN-17,KZN-054,2.0
KZN-17,KZN-038,2.0
KZN-6,KZN-031,2.0
KZN-6,KZN-030,2.0
KZN-6,KZN-024,2.0
KZN-6,KZN-014,2.0
KZN-6,KZN-040,2.0
KZN-6,KZN-025,2.0
KZN-6,KZN-051,2.0
KZN-6,KZN-043,2.0
KZN-6,KZN-016,3.0
KZN-6,KZN-053,2.0
KZN-6,KZN-037,2.0
KZN-6,KZN-060,3.0
KZN-6,KZN-034,2.0
KZN-6,KZN-029,2.0
KZN-6,KZN-061,3.0
KZN-6,KZN-028,2.0
KZN-6,KZN-027,2.0
KZN-6,KZN-033,2.0
KZN-6,KZN-041,2.0
KZN-6,KZN-048,2.0
KZN-6,KZN-035,2.0
KZN-6,KZN-017,2.0
KZN-6,KZN-036,3.0
KZN-6,KZN-018,2.0
KZN-6,KZN-047,2.0
KZN-6,KZN-023,2.0
KZN-6,KZN-020,2.0
KZN-6,KZN-021,2.0
KZN-6,KZN-042,2.0
KZN-6,KZN-068,3.0
KZN-6,KZN-039,2.0
KZN-6,KZN-032,2.0
KZN-6,KZN-055,2.0
KZN-6,KZN-022,2.0
KZN-6,KZN-058,2.0
KZN-6,KZN-044,2.0
KZN-6,KZN-015,2.0
KZN-6,KZN-049,2.0
KZN-6,KZN-019,2.0
KZN-6,KZN-026,3.0
KZN-6,KZN-052,2.0
KZN-6,KZN-065,3.0
KZN-6,KZN-054,2.0
KZN-6,KZN-038,2.0
KZN-62,KZN-031,2.0
KZN-62,KZN-030,2.0
KZN-62,KZN-024,3.0
KZN-62,KZN-014,2.0
KZN-62,KZN-040,2.0
KZN-62,KZN-025,3.0
KZN-62,KZN-051,2.0
KZN-62,KZN-043,2.0
KZN-62,KZN-016,2.0
KZN-62,KZN-053,2.0
KZN-62,KZN-037,2.0
KZN-62,KZN-060,3.0
KZN-62,KZN-034,2.0
KZN-62,KZN-029,3.0
KZN-62,KZN-061,3.0
KZN-62,KZN-028,3.0
KZN-62,KZN-027,3.0
KZN-62,KZN-033,2.0
KZN-62,KZN-041,2.0
KZN-62,KZN-048,2.0
KZN-62,KZN-035,2.0
KZN-62,KZN-017,2.0
KZN-62,KZN-036,2.0
KZN-62,KZN-018,2.0
KZN-62,KZN-047,2.0
KZN-62,KZN-023,3.0
KZN-62,KZN-020,3.0
KZN-62,KZN-021,3.0
KZN-62,KZN-042,3.0
KZN-62,KZN-068,3.0
KZN-62,KZN-039,2.0
KZN-62,KZN-032,3.0
KZN-62,KZN-055,2.0
KZN-62,KZN-022,3.0
KZN-62,KZN-058,2.0
KZN-62,KZN-044,2.0
KZN-62,KZN-015,2.0
KZN-62,KZN-049,2.0
KZN-62,KZN-019,2.0
KZN-62,KZN-026,3.0
KZN-62,KZN-052,3.0
KZN-62,KZN-065,3.0
KZN-62,KZN-054,2.0
KZN-62,KZN-038,2.0
MA-PC,MDA-10,2.0
MA-PC,MDA-04,2.0
MA-PC,MDA-07,2.0
MA-PC,MDA-02,2.0
MA-PC,MDA-08,2.0
MA-PC,MDA-05,2.0
MA-PC,MDA-01,2.0
MA-PC,MDA-06,2.0
204/20a-F4 (FP06),204-20a-F4 (FP06),4.0
DC317,SDC01,2.0
DC317,DC314,4.0
DC317,DC142,2.0
DC317,DC134,2.0
DC317,DC322,3.0
DC317,DC112,3.0
DC317,DC113,3.0
DC317,DC311,4.0
DC317,DC103,2.0
DC317,DC131,3.0
DC317,DC122,2.0
DC317,DC121,2.0
DC317,DC111,3.0
DC317,DC323,3.0
DC317,DC312,4.0
DC317,DC114,3.0
DC317,DC102,2.0
DC317,DC123,2.0
DC317,DC321,3.0
DC317,DC143,2.0
DC317,DC317,5.0
DC317,DC124,2.0
204/20-L3z (LP01),204-20-L7z (LP07),2.0
204/20-L3z (LP01),204-20-L3z (LP01),4.0
MA-02,MDA-10,2.0
MA-02,MDA-04,3.0
MA-02,MDA-07,3.0
MA-02,SDA-04,2.0
MA-02,SDA-01,2.0
MA-02,SDA-07,2.0
MA-02,MDA-02,4.0
MA-02,MDA-08,3.0
MA-02,MDA-05,3.0
MA-02,MDA-01,3.0
MA-02,SDA-09,2.0
MA-02,SDA-08,2.0
MA-02,MDA-06,3.0
MA-02,SDA-02,3.0
MA-02,DC102,2.0
MA-02,SDC02,2.0
MA-02,SDA-06,2.0
CAN-02,KZN-024,2.0
CAN-02,KZN-025,2.0
CAN-02,KZN-029,2.0
CAN-02,MDA-02,2.0
CAN-02,KZN-028,2.0
CAN-02,KZN-027,2.0
CAN-02,KZN-023,2.0
CAN-02,KZN-020,2.0
CAN-02,KZN-021,2.0
CAN-02,KZN-042,2.0
CAN-02,KZN-032,2.0
CAN-02,SDA-02,2.0
CAN-02,KZN-022,2.0
CAN-02,KZN-026,2.0
CAN-02,KZN-052,2.0
KZN-16,KZN-031,2.0
KZN-16,KZN-030,2.0
KZN-16,KZN-024,2.0
KZN-16,KZN-014,3.0
KZN-16,KZN-040,2.0
KZN-16,KZN-025,2.0
KZN-16,KZN-051,2.0
KZN-16,KZN-043,2.0
KZN-16,KZN-016,4.0
KZN-16,KZN-053,2.0
KZN-16,KZN-037,2.0
KZN-16,KZN-060,3.0
KZN-16,KZN-034,2.0
KZN-16,KZN-029,2.0
KZN-16,KZN-061,3.0
KZN-16,KZN-028,2.0
KZN-16,KZN-027,2.0
KZN-16,KZN-033,2.0
KZN-16,KZN-041,2.0
KZN-16,KZN-048,2.0
KZN-16,KZN-035,2.0
KZN-16,KZN-017,3.0
KZN-16,KZN-036,3.0
KZN-16,KZN-018,3.0
KZN-16,KZN-047,2.0
KZN-16,KZN-023,2.0
KZN-16,KZN-020,2.0
KZN-16,KZN-021,2.0
KZN-16,KZN-042,2.0
KZN-16,KZN-068,3.0
KZN-16,KZN-039,2.0
KZN-16,KZN-032,2.0
KZN-16,KZN-055,2.0
KZN-16,KZN-022,2.0
KZN-16,KZN-058,2.0
KZN-16,KZN-044,2.0
KZN-16,KZN-015,3.0
KZN-16,KZN-049,2.0
KZN-16,KZN-019,3.0
KZN-16,KZN-026,3.0
KZN-16,KZN-052,2.0
KZN-16,KZN-065,3.0
KZN-16,KZN-054,2.0
KZN-16,KZN-038,2.0
KZN-15,KZN-031,2.0
KZN-15,KZN-030,2.0
KZN-15,KZN-024,2.0
KZN-15,KZN-014,3.0
KZN-15,KZN-040,2.0
KZN-15,KZN-025,3.0
KZN-15,KZN-051,3.0
KZN-15,KZN-043,2.0
KZN-15,KZN-016,3.0
KZN-15,KZN-053,3.0
KZN-15,KZN-037,2.0
KZN-15,KZN-060,2.0
KZN-15,KZN-034,2.0
KZN-15,KZN-029,2.0
KZN-15,KZN-061,2.0
KZN-15,KZN-028,2.0
KZN-15,KZN-027,2.0
KZN-15,KZN-033,2.0
KZN-15,KZN-041,2.0
KZN-15,KZN-048,2.0
KZN-15,KZN-035,3.0
KZN-15,KZN-017,3.0
KZN-15,KZN-036,2.0
KZN-15,KZN-018,3.0
KZN-15,KZN-047,2.0
KZN-15,KZN-023,2.0
KZN-15,KZN-020,2.0
KZN-15,KZN-021,2.0
KZN-15,KZN-042,2.0
KZN-15,KZN-068,2.0
KZN-15,KZN-039,2.0
KZN-15,KZN-032,2.0
KZN-15,KZN-055,3.0
KZN-15,KZN-022,2.0
KZN-15,KZN-058,3.0
KZN-15,KZN-044,2.0
KZN-15,KZN-015,4.0
KZN-15,KZN-049,2.0
KZN-15,KZN-019,3.0
KZN-15,KZN-026,2.0
KZN-15,KZN-052,3.0
KZN-15,KZN-065,3.0
KZN-15,KZN-054,3.0
KZN-15,KZN-038,2.0
KZN-075,KZN-031,3.0
KZN-075,KZN-030,3.0
KZN-075,KZN-024,3.0
KZN-075,KZN-014,3.0
KZN-075,KZN-040,3.0
KZN-075,KZN-025,4.0
KZN-075,KZN-051,3.0
KZN-075,KZN-043,3.0
KZN-075,KZN-016,3.0
KZN-075,KZN-053,3.0
KZN-075,KZN-037,3.0
KZN-075,KZN-060,3.0
KZN-075,KZN-034,3.0
KZN-075,KZN-029,3.0
KZN-075,KZN-061,3.0
KZN-075,KZN-028,3.0
KZN-075,KZN-027,3.0
KZN-075,KZN-033,3.0
KZN-075,KZN-041,3.0
KZN-075,KZN-048,3.0
KZN-075,KZN-035,4.0
KZN-075,KZN-017,3.0
KZN-075,KZN-036,3.0
KZN-075,KZN-018,3.0
KZN-075,KZN-047,3.0
KZN-075,KZN-023,3.0
KZN-075,KZN-020,3.0
KZN-075,KZN-021,3.0
KZN-075,KZN-042,3.0
KZN-075,KZN-068,3.0
KZN-075,KZN-039,3.0
KZN-075,KZN-032,3.0
KZN-075,KZN-055,4.0
KZN-075,KZN-022,3.0
KZN-075,KZN-058,3.0
KZN-075,KZN-044,3.0
KZN-075,KZN-015,4.0
KZN-075,KZN-049,3.0
KZN-075,KZN-019,3.0
KZN-075,KZN-026,3.0
KZN-075,KZN-052,3.0
KZN-075,KZN-065,4.0
KZN-075,KZN-054,3.0
KZN-075,KZN-038,3.0
KZN-077,KZN-031,3.0
KZN-077,KZN-030,3.0
KZN-077,KZN-024,3.0
KZN-077,KZN-014,3.0
KZN-077,KZN-040,3.0
KZN-077,KZN-025,3.0
KZN-077,KZN-051,3.0
KZN-077,KZN-043,3.0
KZN-077,KZN-016,3.0
KZN-077,KZN-053,3.0
KZN-077,KZN-037,4.0
KZN-077,KZN-060,3.0
KZN-077,KZN-034,3.0
KZN-077,KZN-029,3.0
KZN-077,KZN-061,3.0
KZN-077,KZN-028,3.0
KZN-077,KZN-027,4.0
KZN-077,KZN-033,3.0
KZN-077,KZN-041,3.0
KZN-077,KZN-048,3.0
KZN-077,KZN-035,3.0
KZN-077,KZN-017,4.0
KZN-077,KZN-036,3.0
KZN-077,KZN-018,3.0
KZN-077,KZN-047,4.0
KZN-077,KZN-023,3.0
KZN-077,KZN-020,3.0
KZN-077,KZN-021,3.0
KZN-077,KZN-042,3.0
KZN-077,KZN-068,3.0
KZN-077,KZN-039,3.0
KZN-077,KZN-032,3.0
KZN-077,KZN-055,3.0
KZN-077,KZN-022,3.0
KZN-077,KZN-058,3.0
KZN-077,KZN-044,3.0
KZN-077,KZN-015,3.0
KZN-077,KZN-049,3.0
KZN-077,KZN-019,3.0
KZN-077,KZN-026,3.0
KZN-077,KZN-052,3.0
KZN-077,KZN-065,3.0
KZN-077,KZN-054,3.0
KZN-077,KZN-038,3.0
777-02,777#3,2.0
777-02,MDA-02,2.0
777-02,777#6,2.0
777-02,777#9,2.0
777-02,778#22,2.0
777-02,778#2,2.0
777-02,SDA-02,2.0
777-02,777#4,2.0
777-02,777#5,2.0
KZN-63,KZN-031,3.0
KZN-63,KZN-030,3.0
KZN-63,KZN-024,2.0
KZN-63,KZN-014,2.0
KZN-63,KZN-040,2.0
KZN-63,KZN-025,2.0
KZN-63,KZN-051,2.0
KZN-63,KZN-043,3.0
KZN-63,KZN-016,2.0
KZN-63,KZN-053,3.0
KZN-63,KZN-037,3.0
KZN-63,KZN-060,3.0
KZN-63,KZN-034,3.0
KZN-63,KZN-029,2.0
KZN-63,KZN-061,3.0
KZN-63,KZN-028,2.0
KZN-63,KZN-027,2.0
KZN-63,KZN-033,3.0
