Source,Target,Weight
KZN-073,KZN-058,3.0
KZN-073,KZN-044,3.0
KZN-073,KZN-015,3.0
KZN-073,KZN-049,3.0
KZN-073,KZN-019,3.0
KZN-073,KZN-026,3.0
KZN-073,KZN-052,3.0
KZN-073,KZN-065,3.0
KZN-073,KZN-054,3.0
KZN-073,KZN-038,3.0
MA-10,MDA-10,4.0
MA-10,MDA-04,2.0
MA-10,MDA-07,2.0
MA-10,MDA-02,2.0
MA-10,MDA-08,2.0
MA-10,MDA-05,2.0
MA-10,MDA-01,2.0
MA-10,MDA-06,2.0
MA-10,SDA10,2.0
MB-07,MDA-04,2.0
MB-07,MDA-07,3.0
MB-07,SDA-07,2.0
MB-07,MDA-02,2.0
MB-07,MDA-08,2.0
MB-07,MDA-05,2.0
MB-07,MDA-01,2.0
MB-07,MDA-06,2.0
MAN-05,MDA-04,2.0
MAN-05,MDA-07,2.0
MAN-05,KZN-025,2.0
MAN-05,KZN-051,2.0
MAN-05,KZN-053,2.0
MAN-05,MDA-02,2.0
MAN-05,KZN-035,2.0
MAN-05,MDA-08,2.0
MAN-05,MDA-05,3.0
MAN-05,MDA-01,2.0
MAN-05,MDA-06,2.0
MAN-05,KZN-055,2.0
MAN-05,KZN-058,2.0
MAN-05,KZN-015,2.0
MAN-05,KZN-052,2.0
MAN-05,KZN-065,2.0
MAN-05,KZN-054,2.0
206/08-A23,206-08-A21,3.0
206/08-A23,206-08-A20,3.0
206/08-A23,206-08-A14,2.0
206/08-A23,206-08-A19,2.0
206/08-A23,206-08-A13,3.0
206/08-A23,206-08-A04,2.0
206/08-A23,206-08-A05,2.0
206/08-A23,206-08-A15,2.0
206/08-A23,206-08-A09,2.0
206/08-A23,206-08-A07,2.0
206/08-A23,206-08-A12,2.0
206/08-A23,206-08-A17,2.0
206/08-A23,206-08-A03z,2.0
206/08-A23,206-08-A16,2.0
206/08-A23,206-08-A10,2.0
206/08-A23,206-08-A02,2.0
206/08-A23,206-08-A18,2.0
AA-16,MDA-10,2.0
AA-16,MDA-06,2.0
AA-16,SDA-06,2.0
206/08-A19,206-08-A21,2.0
206/08-A19,206-08-A20,2.0
206/08-A19,206-08-A14,3.0
206/08-A19,206-08-A19,4.0
206/08-A19,206-08-A13,3.0
206/08-A19,206-08-A04,2.0
206/08-A19,206-08-A05,2.0
206/08-A19,206-08-A15,3.0
206/08-A19,206-08-A09,3.0
206/08-A19,206-08-A07,2.0
206/08-A19,206-08-A12,3.0
206/08-A19,206-08-A17,3.0
206/08-A19,206-08-A16,3.0
206/08-A19,206-08-A10,3.0
206/08-A19,206-08-A02,2.0
206/08-A19,206-08-A18,3.0
MB-02,MDA-04,2.0
MB-02,MDA-07,2.0
MB-02,MDA-02,3.0
MB-02,MDA-08,2.0
MB-02,MDA-05,2.0
MB-02,MDA-01,2.0
MB-02,MDA-06,2.0
MB-02,SDA-02,2.0
MB-02,DC102,2.0
MB-02,SDC02,2.0
SER-01,SDC01,2.0
SER-01,SDA-04,2.0
SER-01,SDA-01,3.0
SER-01,SDA-07,2.0
SER-01,MDA-01,2.0
SER-01,SDA-09,2.0
SER-01,SDA-08,2.0
SER-01,SDA-02,2.0
SER-01,SDA-06,2.0
206/08-A06x,206-08-A08z,2.0
206/08-A06x,206-08-A06x,4.0
206/08-A06x,206-08-A04,2.0
206/08-A06x,206-08-A05,2.0
206/08-A06x,206-08-A09,2.0
206/08-A06x,206-08-A07,2.0
206/08-A06x,206-08-A03z,2.0
206/08-A06x,206-08-A16,2.0
206/08-A06x,206-08-A02,2.0
KA-16,MDA-10,2.0
KA-16,KZN-016,2.0
KA-16,MDA-06,2.0
KA-16,SDA-06,2.0
KZN-36,KZN-031,3.0
KZN-36,KZN-030,3.0
KZN-36,KZN-024,2.0
KZN-36,KZN-014,2.0
KZN-36,KZN-040,2.0
KZN-36,KZN-025,2.0
KZN-36,KZN-051,2.0
KZN-36,KZN-043,2.0
KZN-36,KZN-016,3.0
KZN-36,KZN-053,2.0
KZN-36,KZN-037,3.0
KZN-36,KZN-060,3.0
KZN-36,KZN-034,3.0
KZN-36,KZN-029,2.0
KZN-36,KZN-061,3.0
KZN-36,KZN-028,2.0
KZN-36,KZN-027,2.0
KZN-36,KZN-033,3.0
KZN-36,KZN-041,2.0
KZN-36,KZN-048,2.0
KZN-36,KZN-035,3.0
KZN-36,KZN-017,2.0
KZN-36,KZN-036,4.0
KZN-36,KZN-018,2.0
KZN-36,KZN-047,2.0
KZN-36,KZN-023,2.0
KZN-36,KZN-020,2.0
KZN-36,KZN-021,2.0
KZN-36,KZN-042,2.0
KZN-36,KZN-068,3.0
KZN-36,KZN-039,3.0
KZN-36,KZN-032,3.0
KZN-36,KZN-055,2.0
KZN-36,KZN-022,2.0
KZN-36,KZN-058,2.0
KZN-36,KZN-044,2.0
KZN-36,KZN-015,2.0
KZN-36,KZN-049,2.0
KZN-36,KZN-019,2.0
KZN-36,KZN-026,3.0
KZN-36,KZN-052,2.0
KZN-36,KZN-065,3.0
KZN-36,KZN-054,2.0
KZN-36,KZN-038,3.0
822-10,MDA-10,2.0
822-10,822#10,4.0
822-10,822#11,3.0
822-10,822#15,3.0
822-10,822#7,2.0
822-10,822#12,3.0
822-10,822#5,2.0
822-10,822#3,2.0
822-10,822#9,2.0
822-10,822#13,3.0
822-10,822#4,2.0
822-10,822#8,2.0
SDA-11,MDA-10,3.0
SDA-11,MDA-04,2.0
SDA-11,MDA-07,2.0
SDA-11,SDC01,2.0
SDA-11,SDA-05X,2.0
SDA-11,SDA-04,3.0
SDA-11,SDA-01,4.0
SDA-11,SDA-07,3.0
SDA-11,SDA-03X,2.0
SDA-11,MDA-02,2.0
SDA-11,MDA-08,2.0
SDA-11,MDA-05,2.0
SDA-11,DC311,2.0
SDA-11,MDA-01,3.0
SDA-11,SDA-09,3.0
SDA-11,DC111,2.0
SDA-11,SDA-08,3.0
SDA-11,MDA-06,2.0
SDA-11,SDA-02,3.0
SDA-11,SDA10,3.0
SDA-11,SDA-06,3.0
AA-04,MDA-04,3.0
AA-04,MDA-07,2.0
AA-04,SDA-04,3.0
AA-04,SDA-01,2.0
AA-04,SDA-07,2.0
AA-04,MDA-02,2.0
AA-04,MDA-08,2.0
AA-04,MDA-05,2.0
AA-04,MDA-01,2.0
AA-04,SDA-09,2.0
AA-04,SDA-08,2.0
AA-04,MDA-06,2.0
AA-04,SDA-02,2.0
AA-04,SDA-06,2.0
MA-06,MDA-10,2.0
MA-06,MDA-04,3.0
MA-06,MDA-07,3.0
MA-06,SDA-04,2.0
MA-06,SDA-01,2.0
MA-06,SDA-07,2.0
MA-06,MDA-02,3.0
MA-06,MDA-08,3.0
MA-06,MDA-05,3.0
MA-06,MDA-01,3.0
MA-06,SDA-09,2.0
MA-06,SDA-08,2.0
MA-06,MDA-06,4.0
MA-06,SDA-02,2.0
MA-06,SDA-06,3.0
SDG-03,MDA-04,2.0
SDG-03,MDA-07,2.0
SDG-03,SDC01,2.0
SDG-03,SDA-05X,2.0
SDG-03,SDA-04,3.0
SDG-03,SDA-01,3.0
SDG-03,SDA-07,3.0
SDG-03,SDA-03X,3.0
SDG-03,MDA-02,2.0
SDG-03,MDA-08,2.0
SDG-03,MDA-05,2.0
SDG-03,DC103,2.0
SDG-03,MDA-01,2.0
SDG-03,SDA-09,3.0
SDG-03,SDA-08,3.0
SDG-03,MDA-06,2.0
SDG-03,SDA-02,3.0
SDG-03,SDA10,2.0
SDG-03,SDC03Z,2.0
SDG-03,SDC02,2.0
SDG-03,SDA-06,3.0
AA-08,MDA-04,2.0
AA-08,MDA-07,2.0
AA-08,SDA-04,2.0
AA-08,SDA-01,2.0
AA-08,SDA-07,2.0
AA-08,MDA-02,2.0
AA-08,MDA-08,3.0
AA-08,MDA-05,2.0
AA-08,MDA-01,2.0
AA-08,SDA-09,2.0
AA-08,SDA-08,3.0
AA-08,MDA-06,2.0
AA-08,SDA-02,2.0
AA-08,SDA-06,2.0
IA-23,DC323,2.0
IA-23,DC123,2.0
KZN-24,KZN-031,2.0
KZN-24,KZN-030,2.0
KZN-24,KZN-024,4.0
KZN-24,KZN-014,3.0
KZN-24,KZN-040,3.0
KZN-24,KZN-025,3.0
KZN-24,KZN-051,2.0
KZN-24,KZN-043,3.0
KZN-24,KZN-016,2.0
KZN-24,KZN-053,2.0
KZN-24,KZN-037,2.0
KZN-24,KZN-060,2.0
KZN-24,KZN-034,3.0
KZN-24,KZN-029,3.0
KZN-24,KZN-061,2.0
KZN-24,KZN-028,3.0
KZN-24,KZN-027,3.0
KZN-24,KZN-033,2.0
KZN-24,KZN-041,3.0
KZN-24,KZN-048,3.0
KZN-24,KZN-035,2.0
KZN-24,KZN-017,2.0
KZN-24,KZN-036,2.0
KZN-24,KZN-018,2.0
KZN-24,KZN-047,3.0
KZN-24,KZN-023,3.0
KZN-24,KZN-020,3.0
KZN-24,KZN-021,3.0
KZN-24,KZN-042,3.0
KZN-24,KZN-068,2.0
KZN-24,KZN-039,2.0
KZN-24,KZN-032,2.0
KZN-24,KZN-055,2.0
KZN-24,KZN-022,3.0
KZN-24,KZN-058,2.0
KZN-24,KZN-044,3.0
KZN-24,KZN-015,2.0
KZN-24,KZN-049,3.0
KZN-24,KZN-019,2.0
KZN-24,KZN-026,3.0
KZN-24,KZN-052,2.0
KZN-24,KZN-065,2.0
KZN-24,KZN-054,3.0
KZN-24,KZN-038,2.0
KZN-072,KZN-031,3.0
KZN-072,KZN-030,3.0
KZN-072,KZN-024,3.0
KZN-072,KZN-014,3.0
KZN-072,KZN-040,3.0
KZN-072,KZN-025,3.0
KZN-072,KZN-051,3.0
KZN-072,KZN-043,3.0
KZN-072,KZN-016,3.0
KZN-072,KZN-053,3.0
KZN-072,KZN-037,3.0
KZN-072,KZN-060,3.0
KZN-072,KZN-034,3.0
KZN-072,KZN-029,3.0
KZN-072,KZN-061,3.0
KZN-072,KZN-028,3.0
KZN-072,KZN-027,3.0
KZN-072,KZN-033,3.0
KZN-072,KZN-041,3.0
KZN-072,KZN-048,3.0
KZN-072,KZN-035,3.0
KZN-072,KZN-017,3.0
KZN-072,KZN-036,3.0
KZN-072,KZN-018,3.0
KZN-072,KZN-047,3.0
KZN-072,KZN-023,3.0
KZN-072,KZN-020,3.0
KZN-072,KZN-021,3.0
KZN-072,KZN-042,4.0
KZN-072,KZN-068,3.0
KZN-072,KZN-039,3.0
KZN-072,KZN-032,4.0
KZN-072,KZN-055,3.0
KZN-072,KZN-022,4.0
KZN-072,KZN-058,3.0
KZN-072,KZN-044,3.0
KZN-072,KZN-015,3.0
KZN-072,KZN-049,3.0
KZN-072,KZN-019,3.0
KZN-072,KZN-026,3.0
KZN-072,KZN-052,4.0
KZN-072,KZN-065,3.0
KZN-072,KZN-054,3.0
KZN-072,KZN-038,3.0
778-02,MDA-02,2.0
778-02,778#22,3.0
778-02,778#2,3.0
778-02,SDA-02,2.0
778-17,776#1,2.0
778-17,778#22,2.0
778-17,778#2,2.0
778-17,775#1,2.0
SER-03,SDA-04,2.0
SER-03,SDA-01,2.0
SER-03,SDA-07,2.0
SER-03,SDA-03X,2.0
SER-03,SDA-09,2.0
SER-03,SDA-08,2.0
SER-03,SDA-02,2.0
SER-03,SDA-06,2.0
DC121,SDC01,2.0
DC121,DC314,2.0
DC121,DC142,3.0
DC121,DC134,3.0
DC121,DC322,3.0
DC121,DC112,3.0
DC121,DC113,3.0
DC121,DC311,3.0
DC121,DC103,3.0
DC121,DC131,4.0
DC121,DC122,4.0
DC121,DC121,5.0
DC121,DC111,4.0
DC121,DC323,3.0
DC121,DC312,3.0
DC121,DC114,3.0
DC121,DC102,3.0
DC121,DC123,4.0
DC121,DC321,4.0
DC121,DC143,3.0
DC121,DC317,2.0
DC121,SDC02,2.0
DC121,DC124,4.0
DC111,SDC01,2.0
DC111,DC314,3.0
DC111,DC142,3.0
DC111,DC134,3.0
DC111,DC322,2.0
DC111,DC112,4.0
DC111,DC113,4.0
DC111,DC311,4.0
DC111,DC103,3.0
DC111,DC131,4.0
DC111,DC122,3.0
DC111,DC121,4.0
DC111,DC111,5.0
DC111,DC323,2.0
DC111,DC312,3.0
DC111,DC114,4.0
DC111,DC102,3.0
DC111,DC123,3.0
DC111,DC321,3.0
DC111,DC143,3.0
DC111,DC317,3.0
DC111,DC124,3.0
IA-20,MDA-10,2.0
MA-18,MDA-10,3.0
MA-18,MDA-04,2.0
MA-18,MDA-07,2.0
MA-18,MDA-02,2.0
MA-18,MDA-08,3.0
MA-18,MDA-05,2.0
MA-18,MDA-01,2.0
MA-18,SDA-08,2.0
MA-18,MDA-06,2.0
776-07,MDA-07,2.0
776-07,776#1,2.0
776-07,776#5,2.0
776-07,SDA-07,2.0
204/20-W6 (WW04),204-20-W8 (WW08),2.0
204/20-W6 (WW04),204-20-W6 (WW04),4.0
204/20-W6 (WW04),204-20-W3 (WW06),2.0
204/20-W6 (WW04),204-20-W9 (WW09),2.0
204/20-W6 (WW04),204-20-W7 (WW05),2.0
DC323,DC314,3.0
DC323,DC142,2.0
DC323,DC134,2.0
DC323,DC322,4.0
DC323,DC112,2.0
DC323,DC113,3.0
DC323,DC311,3.0
DC323,DC103,3.0
DC323,DC131,2.0
DC323,DC122,3.0
DC323,DC121,3.0
DC323,DC111,2.0
DC323,DC323,5.0
DC323,DC312,3.0
DC323,DC114,2.0
DC323,DC102,2.0
DC323,DC123,4.0
DC323,DC321,4.0
DC323,DC143,3.0
DC323,DC317,3.0
DC323,SDC02,2.0
DC323,DC124,3.0
MA-PD,MDA-10,2.0
MA-PD,MDA-04,2.0
MA-PD,MDA-07,2.0
MA-PD,MDA-02,2.0
MA-PD,MDA-08,2.0
MA-PD,MDA-05,2.0
MA-PD,MDA-01,2.0
MA-PD,MDA-06,2.0
MAN-06,MDA-04,2.0
MAN-06,MDA-07,2.0
MAN-06,KZN-016,2.0
MAN-06,KZN-060,2.0
MAN-06,MDA-02,2.0
MAN-06,KZN-061,2.0
MAN-06,MDA-08,2.0
MAN-06,MDA-05,2.0
MAN-06,KZN-036,2.0
MAN-06,MDA-01,2.0
MAN-06,KZN-068,2.0
MAN-06,MDA-06,3.0
MAN-06,KZN-026,2.0
MAN-06,KZN-065,2.0
MAN-06,SDA-06,2.0
KZN-5,KZN-031,2.0
KZN-5,KZN-030,2.0
KZN-5,KZN-024,2.0
KZN-5,KZN-014,2.0
KZN-5,KZN-040,2.0
KZN-5,KZN-025,3.0
KZN-5,KZN-051,3.0
KZN-5,KZN-043,2.0
KZN-5,KZN-016,2.0
KZN-5,KZN-053,3.0
KZN-5,KZN-037,2.0
KZN-5,KZN-060,2.0
KZN-5,KZN-034,2.0
KZN-5,KZN-029,2.0
KZN-5,KZN-061,2.0
KZN-5,KZN-028,2.0
KZN-5,KZN-027,2.0
KZN-5,KZN-033,2.0
KZN-5,KZN-041,2.0
KZN-5,KZN-048,2.0
KZN-5,KZN-035,3.0
KZN-5,KZN-017,2.0
KZN-5,KZN-036,2.0
KZN-5,KZN-018,2.0
KZN-5,KZN-047,2.0
KZN-5,KZN-023,2.0
KZN-5,KZN-020,2.0
KZN-5,KZN-021,2.0
KZN-5,KZN-042,2.0
KZN-5,KZN-068,2.0
KZN-5,KZN-039,2.0
KZN-5,KZN-032,2.0
KZN-5,KZN-055,3.0
KZN-5,KZN-022,2.0
KZN-5,KZN-058,3.0
KZN-5,KZN-044,2.0
KZN-5,KZN-015,3.0
KZN-5,KZN-049,2.0
KZN-5,KZN-019,2.0
KZN-5,KZN-026,2.0
KZN-5,KZN-052,3.0
KZN-5,KZN-065,3.0
KZN-5,KZN-054,3.0
KZN-5,KZN-038,2.0
DC312,SDC01,2.0
DC312,DC314,4.0
DC312,DC142,3.0
DC312,DC134,2.0
DC312,DC322,4.0
DC312,DC112,4.0
DC312,DC113,3.0
DC312,DC311,4.0
DC312,DC103,2.0
DC312,DC131,3.0
DC312,DC122,3.0
DC312,DC121,3.0
DC312,DC111,3.0
DC312,DC323,3.0
DC312,DC312,5.0
DC312,DC114,3.0
DC312,DC102,3.0
DC312,DC123,3.0
DC312,DC321,3.0
DC312,DC143,2.0
DC312,DC317,4.0
DC312,SDC02,2.0
DC312,DC124,3.0
MB-03,MDA-04,2.0
MB-03,MDA-07,2.0
MB-03,MDA-02,2.0
MB-03,MDA-08,2.0
MB-03,MDA-05,2.0
MB-03,DC103,2.0
MB-03,MDA-01,2.0
MB-03,MDA-06,2.0
MB-09,MDA-04,2.0
MB-09,MDA-07,2.0
MB-09,MDA-02,2.0
MB-09,MDA-08,2.0
MB-09,MDA-05,2.0
MB-09,MDA-01,2.0
MB-09,SDA-09,2.0
MB-09,MDA-06,2.0
MA-14,MDA-10,3.0
MA-14,MDA-04,3.0
MA-14,MDA-07,2.0
MA-14,DC314,2.0
MA-14,SDA-04,2.0
MA-14,MDA-02,2.0
MA-14,MDA-08,2.0
MA-14,MDA-05,2.0
MA-14,MDA-01,2.0
MA-14,DC114,2.0
MA-14,MDA-06,2.0
KA-08,MDA-04,2.0
KA-08,MDA-07,2.0
KA-08,SDA-04,2.0
KA-08,SDA-01,2.0
KA-08,SDA-07,2.0
KA-08,MDA-02,2.0
KA-08,KZN-028,2.0
KA-08,KZN-048,2.0
KA-08,MDA-08,3.0
KA-08,MDA-05,2.0
KA-08,KZN-018,2.0
KA-08,MDA-01,2.0
KA-08,SDA-09,2.0
KA-08,KZN-068,2.0
KA-08,SDA-08,3.0
KA-08,MDA-06,2.0
KA-08,SDA-02,2.0
KA-08,KZN-058,2.0
KA-08,SDA-06,2.0
KA-08,KZN-038,2.0
MB-14,MDA-10,2.0
MB-14,MDA-04,2.0
MB-14,DC314,2.0
MB-14,DC114,2.0
778-08,MDA-08,2.0
778-08,778#22,2.0
778-08,778#2,2.0
778-08,SDA-08,2.0
822-15,822#10,3.0
822-15,822#11,3.0
822-15,822#15,4.0
822-15,822#7,2.0
822-15,822#12,3.0
822-15,822#5,3.0
822-15,822#3,2.0
822-15,822#9,2.0
822-15,822#13,3.0
822-15,822#4,2.0
822-15,822#8,2.0
777-05,776#5,2.0
777-05,777#3,2.0
777-05,777#6,2.0
777-05,MDA-05,2.0
777-05,777#9,2.0
777-05,777#4,2.0
777-05,777#5,3.0
DC114,SDC01,2.0
DC114,DC314,4.0
DC114,DC142,3.0
DC114,DC134,4.0
DC114,DC322,2.0
DC114,DC112,4.0
DC114,DC113,4.0
DC114,DC311,3.0
DC114,DC103,3.0
DC114,DC131,3.0
DC114,DC122,3.0
DC114,DC121,3.0
DC114,DC111,4.0
DC114,DC323,2.0
DC114,DC312,3.0
DC114,DC114,5.0
DC114,DC102,3.0
DC114,DC123,3.0
DC114,DC321,2.0
DC114,DC143,3.0
DC114,DC317,3.0
DC114,DC124,4.0
KZN-37,KZN-031,3.0
KZN-37,KZN-030,3.0
KZN-37,KZN-024,2.0
KZN-37,KZN-014,2.0
KZN-37,KZN-040,2.0
KZN-37,KZN-025,2.0
KZN-37,KZN-051,2.0
KZN-37,KZN-043,2.0
KZN-37,KZN-016,2.0
KZN-37,KZN-053,2.0
KZN-37,KZN-037,4.0
KZN-37,KZN-060,2.0
KZN-37,KZN-034,3.0
KZN-37,KZN-029,2.0
KZN-37,KZN-061,2.0
KZN-37,KZN-028,2.0
KZN-37,KZN-027,3.0
KZN-37,KZN-033,3.0
KZN-37,KZN-041,2.0
KZN-37,KZN-048,2.0
KZN-37,KZN-035,3.0
KZN-37,KZN-017,3.0
KZN-37,KZN-036,3.0
KZN-37,KZN-018,2.0
KZN-37,KZN-047,3.0
KZN-37,KZN-023,2.0
KZN-37,KZN-020,2.0
KZN-37,KZN-021,2.0
KZN-37,KZN-042,2.0
KZN-37,KZN-068,2.0
KZN-37,KZN-039,3.0
KZN-37,KZN-032,3.0
KZN-37,KZN-055,2.0
KZN-37,KZN-022,2.0
KZN-37,KZN-058,2.0
KZN-37,KZN-044,2.0
KZN-37,KZN-015,2.0
KZN-37,KZN-049,2.0
KZN-37,KZN-019,2.0
KZN-37,KZN-026,2.0
KZN-37,KZN-052,2.0
KZN-37,KZN-065,2.0
KZN-37,KZN-054,2.0
KZN-37,KZN-038,3.0
204/20-C6 (CP02),204-20-C7 (CP09),2.0
204/20-C6 (CP02),204-20-C1 (CP01),2.0
204/20-C6 (CP02),204-20-C6 (CP02),4.0
204/20-C6 (CP02),204-20-C3 (CP03),2.0
204/20-C6 (CP02),204-20-C5 (CP05),2.0
KZN-D4,KZN-031,2.0
KZN-D4,KZN-030,2.0
KZN-D4,KZN-024,3.0
KZN-D4,KZN-014,3.0
KZN-D4,KZN-040,3.0
KZN-D4,KZN-025,2.0
KZN-D4,KZN-051,2.0
KZN-D4,KZN-043,3.0
KZN-D4,KZN-016,2.0
KZN-D4,KZN-053,2.0
KZN-D4,KZN-037,2.0
KZN-D4,KZN-060,2.0
KZN-D4,KZN-034,3.0
KZN-D4,KZN-029,2.0
KZN-D4,KZN-061,2.0
KZN-D4,KZN-028,2.0
KZN-D4,KZN-027,2.0
KZN-D4,KZN-033,2.0
KZN-D4,KZN-041,3.0
KZN-D4,KZN-048,3.0
KZN-D4,KZN-035,2.0
KZN-D4,KZN-017,2.0
KZN-D4,KZN-036,2.0
KZN-D4,KZN-018,2.0
KZN-D4,KZN-047,3.0
KZN-D4,KZN-023,2.0
KZN-D4,KZN-020,2.0
KZN-D4,KZN-021,2.0
KZN-D4,KZN-042,3.0
KZN-D4,KZN-068,2.0
KZN-D4,KZN-039,2.0
KZN-D4,KZN-032,2.0
KZN-D4,KZN-055,2.0
KZN-D4,KZN-022,2.0
KZN-D4,KZN-058,2.0
KZN-D4,KZN-044,3.0
KZN-D4,KZN-015,2.0
KZN-D4,KZN-049,3.0
KZN-D4,KZN-019,2.0
KZN-D4,KZN-026,2.0
KZN-D4,KZN-052,2.0
KZN-D4,KZN-065,2.0
KZN-D4,KZN-054,3.0
KZN-D4,KZN-038,2.0
SC-01,SDC01,3.0
SC-01,SDA-04,2.0
SC-01,SDA-01,3.0
SC-01,SDA-07,2.0
SC-01,DC311,2.0
SC-01,DC103,2.0
SC-01,MDA-01,2.0
SC-01,DC131,2.0
SC-01,SDA-09,2.0
SC-01,DC121,2.0
SC-01,DC111,2.0
SC-01,SDA-08,2.0
SC-01,SDA-02,2.0
SC-01,DC102,2.0
SC-01,DC321,2.0
SC-01,SDC02,2.0
SC-01,SDA-06,2.0
KA-12,MDA-10,2.0
KA-12,MDA-02,2.0
KA-12,DC112,2.0
KA-12,DC312,2.0
KA-12,SDA-02,2.0
KZN-D1,KZN-031,3.0
KZN-D1,KZN-030,2.0
KZN-D1,KZN-024,2.0
KZN-D1,KZN-014,3.0
KZN-D1,KZN-040,2.0
KZN-D1,KZN-025,2.0
KZN-D1,KZN-051,3.0
KZN-D1,KZN-043,2.0
KZN-D1,KZN-016,3.0
KZN-D1,KZN-053,2.0
KZN-D1,KZN-037,2.0
KZN-D1,KZN-060,2.0
KZN-D1,KZN-034,2.0
KZN-D1,KZN-029,2.0
KZN-D1,KZN-061,3.0
KZN-D1,KZN-028,2.0
KZN-D1,KZN-027,2.0
KZN-D1,KZN-033,2.0
KZN-D1,KZN-041,3.0
KZN-D1,KZN-048,2.0
KZN-D1,KZN-035,2.0
KZN-D1,KZN-017,3.0
KZN-D1,KZN-036,2.0
KZN-D1,KZN-018,3.0
KZN-D1,KZN-047,2.0
KZN-D1,KZN-023,2.0
KZN-D1,KZN-020,2.0
KZN-D1,KZN-021,3.0
KZN-D1,KZN-042,2.0
KZN-D1,KZN-068,2.0
KZN-D1,KZN-039,2.0
KZN-D1,KZN-032,2.0
KZN-D1,KZN-055,2.0
KZN-D1,KZN-022,2.0
KZN-D1,KZN-058,2.0
KZN-D1,KZN-044,2.0
KZN-D1,KZN-015,3.0
KZN-D1,KZN-049,2.0
KZN-D1,KZN-019,3.0
KZN-D1,KZN-026,2.0
KZN-D1,KZN-052,2.0
KZN-D1,KZN-065,2.0
KZN-D1,KZN-054,2.0
KZN-D1,KZN-038,2.0
SDA-05,MDA-10,2.0
SDA-05,MDA-04,3.0
SDA-05,MDA-07,3.0
SDA-05,SDC01,2.0
SDA-05,SDA-05X,4.0
SDA-05,SDA-04,4.0
SDA-05,SDA-01,4.0
SDA-05,SDA-07,4.0
SDA-05,SDA-03X,3.0
SDA-05,MDA-02,3.0
SDA-05,MDA-08,3.0
SDA-05,MDA-05,4.0
SDA-05,MDA-01,3.0
SDA-05,SDA-09,4.0
SDA-05,SDA-08,4.0
SDA-05,MDA-06,3.0
SDA-05,SDA-02,4.0
SDA-05,SDA10,3.0
SDA-05,SDC02,2.0
SDA-05,SDA-06,4.0
204/20-W16z (WP24),204-20-W14z (WP14),2.0
204/20-L7z (LP07),204-20-L7z (LP07),4.0
204/20-L7z (LP07),204-20-L3z (LP01),2.0
778-07,MDA-07,2.0
778-07,SDA-07,2.0
778-07,778#22,2.0
778-07,778#2,2.0
KA-03,KZN-031,2.0
KA-03,KZN-030,2.0
KA-03,MDA-04,2.0
KA-03,MDA-07,2.0
KA-03,SDA-04,2.0
KA-03,KZN-043,2.0
KA-03,SDA-01,2.0
KA-03,KZN-053,2.0
KA-03,SDA-07,2.0
KA-03,SDA-03X,2.0
KA-03,KZN-037,2.0
KA-03,KZN-034,2.0
KA-03,MDA-02,2.0
KA-03,KZN-033,2.0
KA-03,KZN-035,2.0
KA-03,MDA-08,2.0
KA-03,MDA-05,2.0
KA-03,DC103,2.0
KA-03,KZN-036,2.0
KA-03,MDA-01,2.0
KA-03,KZN-023,2.0
KA-03,SDA-09,2.0
KA-03,KZN-039,2.0
KA-03,SDA-08,2.0
KA-03,MDA-06,2.0
KA-03,KZN-032,2.0
KA-03,SDA-02,2.0
KA-03,SDA-06,2.0
KA-03,KZN-038,2.0
206/08-A21,206-08-A21,4.0
206/08-A21,206-08-A20,3.0
206/08-A21,206-08-A14,2.0
206/08-A21,206-08-A19,2.0
206/08-A21,206-08-A13,2.0
206/08-A21,206-08-A04,2.0
206/08-A21,206-08-A05,2.0
206/08-A21,206-08-A15,2.0
206/08-A21,206-08-A09,2.0
206/08-A21,206-08-A07,2.0
206/08-A21,206-08-A12,2.0
206/08-A21,206-08-A17,2.0
206/08-A21,206-08-A16,2.0
206/08-A21,206-08-A10,2.0
206/08-A21,206-08-A02,2.0
206/08-A21,206-08-A18,2.0
CAN-03,KZN-031,2.0
CAN-03,KZN-030,2.0
CAN-03,KZN-043,2.0
CAN-03,KZN-053,2.0
CAN-03,KZN-037,2.0
CAN-03,KZN-034,2.0
CAN-03,KZN-033,2.0
CAN-03,KZN-035,2.0
CAN-03,KZN-036,2.0
CAN-03,KZN-023,2.0
CAN-03,KZN-039,2.0
CAN-03,KZN-032,2.0
CAN-03,KZN-038,2.0
JUN-05,KZN-025,2.0
JUN-05,KZN-051,2.0
JUN-05,KZN-053,2.0
JUN-05,KZN-035,2.0
JUN-05,MDA-05,2.0
JUN-05,KZN-055,2.0
JUN-05,KZN-058,2.0
JUN-05,KZN-015,2.0
JUN-05,KZN-052,2.0
JUN-05,KZN-065,2.0
JUN-05,KZN-054,2.0
KZN-34,KZN-031,3.0
KZN-34,KZN-030,3.0
KZN-34,KZN-024,3.0
KZN-34,KZN-014,3.0
KZN-34,KZN-040,3.0
KZN-34,KZN-025,2.0
KZN-34,KZN-051,2.0
KZN-34,KZN-043,3.0
KZN-34,KZN-016,2.0
KZN-34,KZN-053,2.0
KZN-34,KZN-037,3.0
KZN-34,KZN-060,2.0
KZN-34,KZN-034,4.0
KZN-34,KZN-029,2.0
KZN-34,KZN-061,2.0
KZN-34,KZN-028,2.0
KZN-34,KZN-027,2.0
KZN-34,KZN-033,3.0
KZN-34,KZN-041,3.0
KZN-34,KZN-048,3.0
