Source,Target,weight,distance
SDA-08,SDC04,0,3
SDA-08,SDD02,0,3
SDA-08,SDD03,0,3
SDA-08,SDD04,0,3
SDA-08,SDG-02,1,2
SDA-08,SDG-03,1,2
SDA-08,SDG-04,1,2
SDA-08,SDX-05,1,2
SDA-08,SDX-06,1,2
SDA-08,SDX-7A,0,3
SDA-08,SDA-09,2,1
SDA-08,SDA-10,1,2
SDA-08,SDA-11,1,2
SDA-08,SDA-12,1,2
SDA-08,SDCK01,0,3
SDA-08,SDCP01,0,3
SDA-08,SA-PA,0,3
SDA-08,SA-PC,0,3
SDA-08,SA-WA,0,3
SDA-08,777-08,0,3
SDA-08,778-08,0,3
SDA-08,822-08,0,3
SDA-08,EA-02,0,3
SDA-08,SA-01,1,2
SDA-08,SC-01,0,3
SDA-08,AA-01,0,3
SDA-08,AA-02,0,3
SDA-08,AA-03,0,3
SDA-08,AA-04,0,3
SDA-08,AA-05,0,3
SDA-08,AA-06,0,3
SDA-08,AA-07,0,3
SDA-08,AA-08,1,2
SDA-08,AA-09,0,3
SDA-08,CA-01,0,3
SDA-08,CA-02,0,3
SDA-08,CA-03,0,3
SDA-08,CA-04,0,3
SDA-08,CA-05,0,3
SDA-08,CA-06,0,3
SDA-08,CA-07,0,3
SDA-08,CA-08,1,2
SDA-08,CA-09,0,3
SDA-08,FA-01,0,3
SDA-08,FA-02,0,3
SDA-08,FA-03,0,3
SDA-08,FA-04,0,3
SDA-08,FA-05,0,3
SDA-08,IA-01,0,3
SDA-08,IA-02,0,3
SDA-08,IA-03,0,3
SDA-08,IA-04,0,3
SDA-08,IA-05,0,3
SDA-08,IA-06,0,3
SDA-08,IA-07,0,3
SDA-08,IA-08,1,2
SDA-08,IA-09,0,3
SDA-08,IA-18,0,3
SDA-08,KA-01,0,3
SDA-08,KA-02,0,3
SDA-08,KA-03,0,3
SDA-08,KA-04,0,3
SDA-08,KA-05,0,3
SDA-08,KA-06,0,3
SDA-08,KA-07,0,3
SDA-08,KA-08,1,2
SDA-08,KA-09,0,3
SDA-08,MA-01,0,3
SDA-08,MA-02,0,3
SDA-08,MA-03,0,3
SDA-08,MA-04,0,3
SDA-08,MA-05,0,3
SDA-08,MA-06,0,3
SDA-08,MA-07,0,3
SDA-08,MA-08,1,2
SDA-08,MA-09,0,3
SDA-08,MA-18,0,3
SDA-08,MB-08,0,3
SDA-08,SAV-01,0,3
SDA-08,SAV-02,0,3
SDA-08,SAV-03,0,3
SDA-08,SAV-04,0,3
SDA-08,SAV-05,0,3
SDA-08,SAV-06,0,3
SDA-08,SAV-07,0,3
SDA-08,SER-01,0,3
SDA-08,SER-02,0,3
SDA-08,SER-03,0,3
SDA-08,SER-04,0,3
SDA-08,MAN-08,0,3
SDA-08,AA-18,0,3
SDA-08,SER-05,0,3
SDA-08,SER-06,0,3
SDA-08,SER-07,0,3
SDA-09,SDA-01,2,1
SDA-09,SDA-02,2,1
SDA-09,SDA-03,2,1
SDA-09,SDA-04,2,1
SDA-09,SDA-05,2,1
SDA-09,SDA-06,2,1
SDA-09,SDA-07,2,1
SDA-09,SDA-08,2,1
SDA-09,SDC02,0,3
SDA-09,SDC03,0,3
SDA-09,SDC04,0,3
SDA-09,SDD02,0,3
SDA-09,SDD03,0,3
SDA-09,SDD04,0,3
SDA-09,SDG-02,1,2
SDA-09,SDG-03,1,2
SDA-09,SDG-04,1,2
SDA-09,SDX-05,1,2
SDA-09,SDX-06,1,2
SDA-09,SDX-7A,0,3
SDA-09,SDA-09,3,0
SDA-09,SDA-10,1,2
SDA-09,SDA-11,1,2
SDA-09,SDA-12,1,2
SDA-09,SDCK01,0,3
SDA-09,SDCP01,0,3
SDA-09,SA-PA,0,3
SDA-09,SA-PC,0,3
SDA-09,SA-WA,0,3
SDA-09,777-09,0,3
SDA-09,822-09,0,3
SDA-09,EA-02,0,3
SDA-09,SA-01,1,2
SDA-09,SC-01,0,3
SDA-09,AA-01,0,3
SDA-09,AA-02,0,3
SDA-09,AA-03,0,3
SDA-09,AA-04,0,3
SDA-09,AA-05,0,3
SDA-09,AA-06,0,3
SDA-09,AA-07,0,3
SDA-09,AA-08,0,3
SDA-09,AA-09,1,2
SDA-09,CA-01,0,3
SDA-09,CA-02,0,3
SDA-09,CA-03,0,3
SDA-09,CA-04,0,3
SDA-09,CA-05,0,3
SDA-09,CA-06,0,3
SDA-09,CA-07,0,3
SDA-09,CA-08,0,3
SDA-09,CA-09,1,2
SDA-09,FA-01,0,3
SDA-09,FA-02,0,3
SDA-09,FA-03,0,3
SDA-09,FA-04,0,3
SDA-09,FA-05,0,3
SDA-09,IA-01,0,3
SDA-09,IA-02,0,3
SDA-09,IA-03,0,3
SDA-09,IA-04,0,3
SDA-09,IA-05,0,3
SDA-09,IA-06,0,3
SDA-09,IA-07,0,3
SDA-09,IA-08,0,3
SDA-09,IA-09,1,2
SDA-09,IA-19,0,3
SDA-09,KA-01,0,3
SDA-09,KA-02,0,3
SDA-09,KA-03,0,3
SDA-09,KA-04,0,3
SDA-09,KA-05,0,3
SDA-09,KA-06,0,3
SDA-09,KA-07,0,3
SDA-09,KA-08,0,3
SDA-09,KA-09,1,2
SDA-09,MA-01,0,3
SDA-09,MA-02,0,3
SDA-09,MA-03,0,3
SDA-09,MA-04,0,3
SDA-09,MA-05,0,3
SDA-09,MA-06,0,3
SDA-09,MA-07,0,3
SDA-09,MA-08,0,3
SDA-09,MA-09,1,2
SDA-09,MB-09,0,3
SDA-09,SAV-01,0,3
SDA-09,SAV-02,0,3
SDA-09,SAV-03,0,3
SDA-09,SAV-04,0,3
SDA-09,SAV-05,0,3
SDA-09,SAV-06,0,3
SDA-09,SAV-07,0,3
SDA-09,SER-01,0,3
SDA-09,SER-02,0,3
SDA-09,SER-03,0,3
SDA-09,SER-04,0,3
SDA-09,MAN-09,0,3
SDA-09,SER-05,0,3
SDA-09,SER-06,0,3
SDA-09,SER-07,0,3
204-20-C1 (CP01),204/20-C1 (CP01),2,1
204-20-C1 (CP01),204/20-C10 (CP06),0,3
204-20-C1 (CP01),204/20-C11 (CP08),0,3
204-20-C1 (CP01),204/20-C13 (CP07),0,3
204-20-C1 (CP01),204/20-C3 (CP03),0,3
204-20-C1 (CP01),204/20-C6 (CP02),0,3
204-20-C1 (CP01),204/20-C7 (CP09),0,3
204-20-C6 (CP02),204/20-C1 (CP01),0,3
204-20-C6 (CP02),204/20-C3 (CP03),0,3
204-20-C6 (CP02),204/20-C6 (CP02),2,1
204-20-C6 (CP02),204/20-C7 (CP09),0,3
204-20-C3 (CP03),204/20-C1 (CP01),0,3
204-20-C3 (CP03),204/20-C13 (CP07),0,3
204-20-C3 (CP03),204/20-C23 (CP23),0,3
204-20-C3 (CP03),204/20-C3 (CP03),2,1
204-20-C3 (CP03),204/20-C6 (CP02),0,3
204-20-C3 (CP03),204/20-C7 (CP09),0,3
204-20-C12x (CP04),204/20-C12x (CP04),2,1
204-20-C5 (CP05),204/20-C1 (CP01),0,3
204-20-C5 (CP05),204/20-C3 (CP03),0,3
204-20-C5 (CP05),204/20-C5 (CP05 ),1,2
204-20-C5 (CP05),204/20-C6 (CP02),0,3
204-20-C5 (CP05),204/20-C7 (CP09),0,3
204-20-C10 (CP06),204/20-C1 (CP01),0,3
204-20-C10 (CP06),204/20-C10 (CP06),2,1
204-20-C10 (CP06),204/20-C11 (CP08),0,3
204-20-C10 (CP06),204/20-C13 (CP07),0,3
204-20-C13 (CP07),204/20-C1 (CP01),0,3
204-20-C13 (CP07),204/20-C10 (CP06),0,3
204-20-C13 (CP07),204/20-C11 (CP08),0,3
204-20-C13 (CP07),204/20-C13 (CP07),2,1
204-20-C13 (CP07),204/20-C3 (CP03),0,3
204-20-C11 (CP08),204/20-C1 (CP01),0,3
204-20-C11 (CP08),204/20-C10 (CP06),0,3
204-20-C11 (CP08),204/20-C11 (CP08),2,1
204-20-C11 (CP08),204/20-C13 (CP07),0,3
204-20-C7 (CP09),204/20-C1 (CP01),0,3
204-20-C7 (CP09),204/20-C3 (CP03),0,3
204-20-C7 (CP09),204/20-C6 (CP02),0,3
204-20-C7 (CP09),204/20-C7 (CP09),2,1
204-20-C15 (CP14),204/20-C15 (CP14),2,1
204-20-C15 (CP14),204/20-C25 (CP24),0,3
204-20-C17 (CP20),204/20-C17 (CP20),2,1
204-20-C17 (CP20),204/20-C18 (CP22),0,3
204-20-C20z (CP21),204/20-C20z (CP21),2,1
204-20-C18 (CP22),204/20-C17 (CP20),0,3
204-20-C18 (CP22),204/20-C18 (CP22),2,1
204-20-C23 (CP23),204/20-C23 (CP23),2,1
204-20-C23 (CP23),204/20-C3 (CP03),0,3
204-20-C23 (CP23),204/20-C25 (CP24),0,3
204-20-C8 (CW10),204/20-C2 (CW11),0,3
204-20-C8 (CW10),204/20-C4 (CW12),0,3
204-20-C8 (CW10),204/20-C8 (CW10),2,1
204-20-C8 (CW10),204/20-C9 (CW13),0,3
204-20-C8 (CW10),204/20-L8 (LW10),0,3
204-20-C2 (CW11),204/20-C2 (CW11),2,1
204-20-C2 (CW11),204/20-C4 (CW12),0,3
204-20-C2 (CW11),204/20-C8 (CW10),0,3
204-20-C2 (CW11),204/20-C9 (CW13),0,3
204-20-C4 (CW12),204/20-C2 (CW11),0,3
204-20-C4 (CW12),204/20-C4 (CW12),2,1
204-20-C4 (CW12),204/20-C8 (CW10),0,3
204-20-C4 (CW12),204/20-C9 (CW13),0,3
204-20-C9 (CW13),204/20-C19 (CW17),0,3
204-20-C9 (CW13),204/20-C2 (CW11),0,3
204-20-C9 (CW13),204/20-C4 (CW12),0,3
204-20-C9 (CW13),204/20-C8 (CW10),0,3
204-20-C9 (CW13),204/20-C9 (CW13),2,1
204-20-C14z (CW15),204/20-C14z (CW15),2,1
204-20-C16 (CW16),204/20-C16 (CW16),2,1
204-20-C16 (CW16),204/20-C19 (CW17),0,3
204-20-C19 (CW17),204/20-C16 (CW16),0,3
204-20-C19 (CW17),204/20-C19 (CW17),2,1
204-20-C19 (CW17),204/20-C9 (CW13),0,3
204-20-C19 (CW17),204/20-W19 (WW17),0,3
204-20-C22y (CW18),204/20-C22z (CW18),1,2
204-20-C21x (CW19),204/20-C21x (CW19),2,1
204-20a-F2y (FP02),204/20a-F2y (FP02),2,1
204-20a-F4 (FP06),204/20a-F4 (FP06),2,1
204-20a-F1w (FW11),204/20a-F1w (FW11),2,1
204-20a-F3z (FW12),204/20a-F3z (FW12),2,1
204-20-L3z (LP01),204/20-L3z (LP01),2,1
204-20-L3z (LP01),204/20-L7z (LP07),0,3
204-20-L4y (LP02),204/20-L4y (LP02),2,1
204-20-L1 (LP03),204/20-L1 (LP03),2,1
204-20-L1 (LP03),204/20-L10 (LP13),0,3
204-20-L7z (LP07),204/20-L3z (LP01),0,3
204-20-L7z (LP07),204/20-L7z (LP07),2,1
204-20-L9x (LP12),204/20-L9 (LP12),1,2
204-20-L10z (LP13),204/20-L10 (LP13),1,2
204-20-L10z (LP13),204/20-W10z (WP13),0,3
204-20-L2A (LW04),204/20-L2A (LW04),2,1
204-20-L5 (LW05),204/20-L5 (LW05),2,1
204-20-L5 (LW05),204/20-L6 (LW06),0,3
204-20-L6 (LW06),204/20-L5 (LW05),0,3
204-20-L6 (LW06),204/20-L6 (LW06),2,1
204-20-L8 (LW10),204/20-C8 (CW10),0,3
204-20-L8 (LW10),204/20-L8 (LW10),2,1
204-20-N3 (NW01),204/20-N3 (NW01),2,1
204-20-N3 (NW01),204/20-N4 (NW04),0,3
204-20-N2z (NW02),204/20-N1z (NW03),0,3
204-20-N2z (NW02),204/20-N2z (NW02),2,1
204-20-N1z (NW03),204/20-N1z (NW03),2,1
204-20-N1z (NW03),204/20-N2z (NW02),0,3
204-20-N4 (NW04),204/20-N3 (NW01),0,3
204-20-N4 (NW04),204/20-N4 (NW04),2,1
204-20-W4 (WP01),204/20-W2 (WP02),0,3
204-20-W4 (WP01),204/20-W4 (WP01),2,1
204-20-W4 (WP01),204/20-W5 (WP07),0,3
204-20-W2 (WP02),204/20-W2 (WP02),2,1
204-20-W2 (WP02),204/20-W4 (WP01),0,3
204-20-W2 (WP02),204/20-W5 (WP07),0,3
204-20-W1z (WP03),204/20-W10z (WP13),0,3
204-20-W1z (WP03),204/20-W1z (WP03),2,1
204-20-W5 (WP07),204/20-W2 (WP02),0,3
204-20-W5 (WP07),204/20-W4 (WP01),0,3
204-20-W5 (WP07),204/20-W5 (WP07),2,1
204-20-W10z (WP13),204/20-W10z (WP13),2,1
204-20-W10z (WP13),204/20-W14z (WP14),0,3
204-20-W10z (WP13),204/20-W1z (WP03),0,3
204-20-W14z (WP14),204/20-W10z (WP13),0,3
204-20-W14z (WP14),204/20-W14z (WP14),2,1
204-20-W14z (WP14),204/20-W16z (WP24),0,3
204-20-W6 (WW04),204/20-W3 (WW06),0,3
204-20-W6 (WW04),204/20-W6 (WW04),2,1
204-20-W6 (WW04),204/20-W7 (WW05),0,3
204-20-W6 (WW04),204/20-W8 (WW08),0,3
204-20-W6 (WW04),204/20-W9 (WW09),0,3
204-20-W7 (WW05),204/20-W3 (WW06),0,3
204-20-W7 (WW05),204/20-W6 (WW04),0,3
204-20-W7 (WW05),204/20-W7 (WW05),2,1
204-20-W7 (WW05),204/20-W8 (WW08),0,3
204-20-W7 (WW05),204/20-W9 (WW09),0,3
204-20-W3 (WW06),204/20-W3 (WW06),2,1
204-20-W3 (WW06),204/20-W6 (WW04),0,3
204-20-W3 (WW06),204/20-W7 (WW05),0,3
204-20-W3 (WW06),204/20-W8 (WW08),0,3
204-20-W3 (WW06),204/20-W9 (WW09),0,3
204-20-W8 (WW08),204/20-W3 (WW06),0,3
204-20-W8 (WW08),204/20-W6 (WW04),0,3
204-20-W8 (WW08),204/20-W7 (WW05),0,3
204-20-W8 (WW08),204/20-W8 (WW08),2,1
204-20-W8 (WW08),204/20-W9 (WW09),0,3
204-20-W9 (WW09),204/20-W3 (WW06),0,3
204-20-W9 (WW09),204/20-W6 (WW04),0,3
204-20-W9 (WW09),204/20-W7 (WW05),0,3
204-20-W9 (WW09),204/20-W8 (WW08),0,3
204-20-W9 (WW09),204/20-W9 (WW09),2,1
204-20-W11z (WW10),204/20-W11z (WW10),2,1
204-20-W12 (WW12),204/20-W12 (WW12),2,1
204-20-W12 (WW12),204/20-W13 (WW11),0,3
204-20-W12 (WW12),204/20-W15 (WW16),0,3
204-20-W12 (WW12),204/20-W17 (WW19),0,3
204-20-W12 (WW12),204/20-W19 (WW17),0,3
204-20-W15 (WW16),204/20-W12 (WW12),0,3
204-20-W15 (WW16),204/20-W13 (WW11),0,3
204-20-W15 (WW16),204/20-W15 (WW16),2,1
204-20-W15 (WW16),204/20-W17 (WW19),0,3
204-20-W15 (WW16),204/20-W19 (WW17),0,3
204-20-W17x (WW19),204/20-W17 (WW19),1,2
SDA10,SDA-01,1,2
SDA10,SDA-02,1,2
SDA10,SDA-03,1,2
SDA10,SDA-04,1,2
SDA10,SDA-05,1,2
SDA10,SDA-06,1,2
SDA10,SDA-07,1,2
SDA10,SDA-08,1,2
SDA10,SDC02,0,3
SDA10,SDC03,0,3
SDA10,SDC04,0,3
SDA10,SDD02,0,3
SDA10,SDD03,0,3
SDA10,SDD04,0,3
SDA10,SDG-02,0,3
SDA10,SDG-03,0,3
SDA10,SDG-04,0,3
SDA10,SDX-05,0,3
SDA10,SDX-06,0,3
SDA10,SDA-09,1,2
SDA10,SDA-10,2,1
SDA10,SDA-11,1,2
SDA10,SDA-12,1,2
SDA10,SDCK01,0,3
SDA10,SDCP01,0,3
SDA10,DC102,0,3
SDA10,DC103,0,3
SDA10,SA-01,0,3
SDA10,AA-10,0,3
SDA10,CA-10,0,3
SDA10,IA-10,0,3
SDA10,KA-10,0,3
SDA10,MA-10,0,3
SDA10,MB-10,0,3
KZN-014,KZN-4,1,2
KZN-014,KZN-5,0,3
KZN-014,KZN-6,0,3
KZN-014,KZN-7,0,3
KZN-014,KZN-8,0,3
KZN-014,KZN-9,0,3
KZN-014,KZN-10,1,2
KZN-014,KZN-11,1,2
KZN-014,KZN-12,1,2
KZN-014,KZN-13,1,2
KZN-014,KZN-14,2,1
KZN-014,KZN-15,1,2
KZN-014,KZN-16,1,2
KZN-014,KZN-17,1,2
KZN-014,KZN-18,1,2
KZN-014,KZN-19,1,2
KZN-014,KZN-20,0,3
KZN-014,KZN-21,1,2
KZN-014,KZN-22,0,3
KZN-014,KZN-23,0,3
KZN-014,KZN-24,1,2
KZN-014,KZN-25,0,3
KZN-014,KZN-26,0,3
KZN-014,KZN-27,0,3
KZN-014,KZN-28,0,3
KZN-014,KZN-29,0,3
KZN-014,KZN-30,0,3
KZN-014,KZN-31,1,2
KZN-014,KZN-32,0,3
KZN-014,KZN-35,0,3
KZN-014,KZN-34,1,2
KZN-014,KZN-33,0,3
KZN-014,KZN-36,0,3
KZN-014,KZN-37,0,3
KZN-014,KZN-38,0,3
KZN-014,KZN-39,0,3
KZN-014,KZN-40,0,3
KZN-014,KZN-41,1,2
KZN-014,KZN-42,0,3
KZN-014,KZN-43,0,3
KZN-014,KZN-44,1,2
KZN-014,KZN-45,0,3
KZN-014,KZN-46,0,3
KZN-014,KZN-47,0,3
KZN-014,KZN-48,0,3
KZN-014,KZN-49,0,3
KZN-014,KZN-50,0,3
KZN-014,KZN-51,1,2
KZN-014,KZN-52,0,3
KZN-014,KZN-53,0,3
KZN-014,KZN-54,1,2
KZN-014,KZN-55,0,3
KZN-014,KZN-56,0,3
KZN-014,KZN-57,0,3
KZN-014,KZN-58,0,3
KZN-014,KZN-59,0,3
KZN-014,KZN-60,0,3
KZN-014,KZN-61,1,2
KZN-014,KZN-62,0,3
KZN-014,KZN-63,0,3
KZN-014,KZN-64,1,2
KZN-014,KZN-65,0,3
KZN-014,KZN-66,0,3
KZN-014,KZN-67,0,3
KZN-014,KZN-68,0,3
KZN-014,KZN-69,0,3
KZN-014,KZN-70,0,3
KZN-014,KZN-D1,1,2
KZN-014,KZN-D2,0,3
KZN-014,KZN-D3,0,3
KZN-014,KZN-D4,1,2
KZN-014,KZN-071,1,2
KZN-014,KZN-072,1,2
KZN-014,KZN-073,1,2
KZN-014,KZN-074,2,1
KZN-014,KZN-075,1,2
KZN-014,KZN-076,1,2
KZN-014,KZN-077,1,2
KZN-014,KZN-078,1,2
KZN-014,KZN-079,1,2
KZN-014,KZN-080,1,2
KZN-014,KZN-081,1,2
KZN-014,KZN-082,1,2
KZN-014,KZN-083,1,2
KZN-014,KZN-084,2,1
KZN-014,TZN-1,0,3
KZN-014,CAN-01,0,3
KZN-014,JUN-01,0,3
KZN-014,JUN-04,0,3
KZN-014,KA-01,0,3
KZN-014,KA-04,0,3
KZN-014,MAN-01,0,3
KZN-014,MAN-04,0,3
KZN-014,KA-14,0,3
KZN-015,KZN-4,0,3
KZN-015,KZN-5,1,2
KZN-015,KZN-6,0,3
KZN-015,KZN-7,0,3
KZN-015,KZN-8,0,3
KZN-015,KZN-9,0,3
KZN-015,KZN-10,1,2
KZN-015,KZN-11,1,2
KZN-015,KZN-12,1,2
KZN-015,KZN-13,1,2
KZN-015,KZN-14,1,2
KZN-015,KZN-15,2,1
KZN-015,KZN-16,1,2
KZN-015,KZN-17,1,2
KZN-015,KZN-18,1,2
KZN-015,KZN-19,1,2
KZN-015,KZN-20,0,3
KZN-015,KZN-21,1,2
KZN-015,KZN-22,0,3
KZN-015,KZN-23,0,3
KZN-015,KZN-24,0,3
KZN-015,KZN-25,1,2
KZN-015,KZN-26,0,3
KZN-015,KZN-27,0,3
KZN-015,KZN-28,0,3
KZN-015,KZN-29,0,3
KZN-015,KZN-30,0,3
KZN-015,KZN-31,1,2
KZN-015,KZN-32,0,3
KZN-015,KZN-35,1,2
KZN-015,KZN-34,0,3
KZN-015,KZN-33,0,3
KZN-015,KZN-36,0,3
KZN-015,KZN-37,0,3
KZN-015,KZN-38,0,3
KZN-015,KZN-39,0,3
KZN-015,KZN-40,0,3
KZN-015,KZN-41,1,2
KZN-015,KZN-42,0,3
KZN-015,KZN-43,0,3
KZN-015,KZN-44,0,3
KZN-015,KZN-45,1,2
KZN-015,KZN-46,0,3
KZN-015,KZN-47,0,3
KZN-015,KZN-48,0,3
KZN-015,KZN-49,0,3
KZN-015,KZN-50,0,3
KZN-015,KZN-51,1,2
KZN-015,KZN-52,0,3
KZN-015,KZN-53,0,3
KZN-015,KZN-54,0,3
KZN-015,KZN-55,1,2
KZN-015,KZN-56,0,3
KZN-015,KZN-57,0,3
KZN-015,KZN-58,0,3
KZN-015,KZN-59,0,3
KZN-015,KZN-60,0,3
KZN-015,KZN-61,1,2
KZN-015,KZN-62,0,3
KZN-015,KZN-63,0,3
KZN-015,KZN-64,0,3
KZN-015,KZN-65,1,2
KZN-015,KZN-66,0,3
KZN-015,KZN-67,0,3
KZN-015,KZN-68,0,3
KZN-015,KZN-69,0,3
KZN-015,KZN-70,0,3
KZN-015,KZN-D1,1,2
KZN-015,KZN-D2,0,3
KZN-015,KZN-D3,0,3
KZN-015,KZN-D4,0,3
KZN-015,KZN-071,1,2
KZN-015,KZN-072,1,2
KZN-015,KZN-073,1,2
KZN-015,KZN-074,1,2
KZN-015,KZN-075,2,1
KZN-015,KZN-076,1,2
KZN-015,KZN-077,1,2
KZN-015,KZN-078,1,2
KZN-015,KZN-079,1,2
KZN-015,KZN-080,1,2
KZN-015,KZN-081,1,2
KZN-015,KZN-082,1,2
KZN-015,KZN-083,1,2
KZN-015,KZN-084,1,2
KZN-015,TZN-1,0,3
KZN-015,CAN-01,0,3
KZN-015,JUN-01,0,3
KZN-015,JUN-05,0,3
KZN-015,KA-01,0,3
KZN-015,KA-05,0,3
KZN-015,MAN-01,0,3
KZN-015,MAN-05,0,3
KZN-015,KA-15,0,3
KZN-016,KZN-4,0,3
KZN-016,KZN-5,0,3
KZN-016,KZN-6,1,2
KZN-016,KZN-7,0,3
KZN-016,KZN-8,0,3
KZN-016,KZN-9,0,3
KZN-016,KZN-10,1,2
KZN-016,KZN-11,1,2
KZN-016,KZN-12,1,2
KZN-016,KZN-13,1,2
KZN-016,KZN-14,1,2
KZN-016,KZN-15,1,2
KZN-016,KZN-16,2,1
KZN-016,KZN-17,1,2
KZN-016,KZN-18,1,2
KZN-016,KZN-19,1,2
KZN-016,KZN-20,0,3
KZN-016,KZN-21,1,2
KZN-016,KZN-22,0,3
KZN-016,KZN-23,0,3
KZN-016,KZN-24,0,3
KZN-016,KZN-25,0,3
KZN-016,KZN-26,1,2
KZN-016,KZN-27,0,3
KZN-016,KZN-28,0,3
KZN-016,KZN-29,0,3
KZN-016,KZN-30,0,3
KZN-016,KZN-31,1,2
KZN-016,KZN-32,0,3
KZN-016,KZN-35,0,3
KZN-016,KZN-34,0,3
KZN-016,KZN-33,0,3
KZN-016,KZN-36,1,2
KZN-016,KZN-37,0,3
KZN-016,KZN-38,0,3
KZN-016,KZN-39,0,3
KZN-016,KZN-40,0,3
KZN-016,KZN-41,1,2
KZN-016,KZN-42,0,3
KZN-016,KZN-43,0,3
KZN-016,KZN-44,0,3
KZN-016,KZN-45,0,3
KZN-016,KZN-46,1,2
KZN-016,KZN-47,0,3
KZN-016,KZN-48,0,3
KZN-016,KZN-49,0,3
KZN-016,KZN-50,0,3
KZN-016,KZN-51,1,2
KZN-016,KZN-52,0,3
KZN-016,KZN-53,0,3
KZN-016,KZN-54,0,3
KZN-016,KZN-55,0,3
KZN-016,KZN-56,1,2
KZN-016,KZN-57,0,3
KZN-016,KZN-58,0,3
KZN-016,KZN-59,0,3
KZN-016,KZN-60,0,3
KZN-016,KZN-61,1,2
KZN-016,KZN-62,0,3
KZN-016,KZN-63,0,3
KZN-016,KZN-64,0,3
KZN-016,KZN-65,0,3
KZN-016,KZN-66,1,2
KZN-016,KZN-67,0,3
KZN-016,KZN-68,0,3
KZN-016,KZN-69,0,3
KZN-016,KZN-70,0,3
KZN-016,KZN-D1,1,2
KZN-016,KZN-D2,0,3
KZN-016,KZN-D3,0,3
KZN-016,KZN-D4,0,3
KZN-016,KZN-071,1,2
KZN-016,KZN-072,1,2
KZN-016,KZN-073,1,2
KZN-016,KZN-074,1,2
KZN-016,KZN-075,1,2
KZN-016,KZN-076,2,1
KZN-016,KZN-077,1,2
KZN-016,KZN-078,1,2
KZN-016,KZN-079,1,2
KZN-016,KZN-080,1,2
KZN-016,KZN-081,1,2
KZN-016,KZN-082,1,2
KZN-016,KZN-083,1,2
KZN-016,KZN-084,1,2
KZN-016,TZN-1,0,3
KZN-016,CAN-01,0,3
KZN-016,JUN-01,0,3
KZN-016,KA-01,0,3
KZN-016,KA-06,0,3
KZN-016,MAN-01,0,3
KZN-016,MAN-06,0,3
KZN-016,KA-16,0,3
KZN-017,KZN-4,0,3
KZN-017,KZN-5,0,3
KZN-017,KZN-6,0,3
KZN-017,KZN-7,1,2
KZN-017,KZN-8,0,3
KZN-017,KZN-9,0,3
KZN-017,KZN-10,1,2
KZN-017,KZN-11,1,2
KZN-017,KZN-12,1,2
KZN-017,KZN-13,1,2
KZN-017,KZN-14,1,2
KZN-017,KZN-15,1,2
KZN-017,KZN-16,1,2
KZN-017,KZN-17,2,1
KZN-017,KZN-18,1,2
KZN-017,KZN-19,1,2
KZN-017,KZN-20,0,3
KZN-017,KZN-21,1,2
KZN-017,KZN-22,0,3
KZN-017,KZN-23,0,3
KZN-017,KZN-24,0,3
KZN-017,KZN-25,0,3
KZN-017,KZN-26,0,3
KZN-017,KZN-27,1,2
KZN-017,KZN-28,0,3
KZN-017,KZN-29,0,3
KZN-017,KZN-30,0,3
KZN-017,KZN-31,1,2
KZN-017,KZN-32,0,3
KZN-017,KZN-35,0,3
KZN-017,KZN-34,0,3
KZN-017,KZN-33,0,3
KZN-017,KZN-36,0,3
KZN-017,KZN-37,1,2
KZN-017,KZN-38,0,3
KZN-017,KZN-39,0,3
KZN-017,KZN-40,0,3
KZN-017,KZN-41,1,2
KZN-017,KZN-42,0,3
KZN-017,KZN-43,0,3
KZN-017,KZN-44,0,3
KZN-017,KZN-45,0,3
KZN-017,KZN-46,0,3
KZN-017,KZN-47,1,2
KZN-017,KZN-48,0,3
KZN-017,KZN-49,0,3
KZN-017,KZN-50,0,3
KZN-017,KZN-51,1,2
KZN-017,KZN-52,0,3
KZN-017,KZN-53,0,3
KZN-017,KZN-54,0,3
KZN-017,KZN-55,0,3
KZN-017,KZN-56,0,3
KZN-017,KZN-57,1,2
KZN-017,KZN-58,0,3
KZN-017,KZN-59,0,3
KZN-017,KZN-60,0,3
KZN-017,KZN-61,1,2
KZN-017,KZN-62,0,3
KZN-017,KZN-63,0,3
KZN-017,KZN-64,0,3
KZN-017,KZN-65,0,3
KZN-017,KZN-66,0,3
KZN-017,KZN-67,1,2
KZN-017,KZN-68,0,3
KZN-017,KZN-69,0,3
KZN-017,KZN-70,0,3
KZN-017,KZN-D1,1,2
KZN-017,KZN-D2,0,3
KZN-017,KZN-D3,0,3
KZN-017,KZN-D4,0,3
KZN-017,KZN-071,1,2
KZN-017,KZN-072,1,2
KZN-017,KZN-073,1,2
KZN-017,KZN-074,1,2
KZN-017,KZN-075,1,2
KZN-017,KZN-076,1,2
KZN-017,KZN-077,2,1
KZN-017,KZN-078,1,2
KZN-017,KZN-079,1,2
KZN-017,KZN-080,1,2
KZN-017,KZN-081,1,2
KZN-017,KZN-082,1,2
KZN-017,KZN-083,1,2
KZN-017,KZN-084,1,2
KZN-017,TZN-1,0,3
KZN-017,CAN-01,0,3
KZN-017,JUN-01,0,3
KZN-017,KA-01,0,3
KZN-017,KA-07,0,3
KZN-017,MAN-01,0,3
KZN-017,MAN-07,0,3
KZN-017,KA-17,0,3
KZN-018,KZN-4,0,3
KZN-018,KZN-5,0,3
